订单ID,门店城市,购买渠道,性别,年龄,购买日期,商品编号,收益总额,订单量,商品量
22965,&nbsp南京,线下,女,45,2020-09-23,No.005,39,1,1
40755,武汉,线上,男,37,2020-09-23,No.277,80,1,1
14785,上海,线上,女,29,2020-09-23,No.782,1666,9,10
41498,南京 ,线下,女,20,2020-09-25,No.005,81,1,1
46325,上海,线下,女,28,2020-09-27,No.005,39,1,1
34091,武汉,线下,女,29,2020-09-22,No.005,100,1,1
25089,深圳,线下,女,20,2020-09-26,No.005,76,1,1
34427,深圳,线下,男,35,2020-09-27,No.005,100,1,1
35373,武汉,线下,女,43,2020-09-22,No.782,803,4,4
40358,杭州,线下,女,22,2020-09-25,No.577,387,4,4
46221,杭州,线下,女,20,2020-09-27,No.005,39,1,1
48167,深圳,线下,男,27,2020-09-21,No.005,100,1,1
36675,北 京,线下,女,42,2020-09-25,No.005,101,1,1
23279,深圳,线下,男,31,2020-09-23,No.005,199,2,2
11471,深圳,线下,女,22,2020-09-27,No.005,100,1,1
25430,上海,线上,女,66,2020-09-23,No.906,81,1,1
38286,武汉,线下,男,26,2020-09-26,No.005,81,1,1
53310,深圳,线下,男,61,2020-09-24,No.005,79,1,1
48349,北京,线下,女,23,2020-09-27,No.343,53,1,2
10344,武汉,线下,男,46,2020-09-26,No.305,40,1,1
28608,杭州,线下,女,39,2020-09-26,No.343,53,2,2
36565,深圳,线下,男,41,2020-09-27,No.277,194,1,1
45738,&nbsp南京,线下,女,42,2020-09-23,No.343,19,1,1
10662,南京 ,线上,男,39,2020-09-22,No.005,80,1,1
23659,深圳,线下,女,32,2020-09-22,No.343,59,1,1
25093,武汉,线上,女,51,2020-09-24,No.277,116,2,2
36370,&nbsp南京,线下,女,42,2020-09-21,No.005,60,1,1
24859,北 京,线下,女,34,2020-09-23,No.906,33,1,1
16235,上海,线下,男,27,2020-09-24,No.005,299,3,3
39305,&nbsp南京,线下,女,29,2020-09-24,No.005,100,1,1
11476,上海,线上,男,60,2020-09-26,No.005,156,2,2
45561,北/京,线下,女,32,2020-09-25,No.902,675,8,10
51910,深圳,线下,女,35,2020-09-23,No.005,79,1,1
13418,南京 ,线上,女,46,2020-09-25,No.005,80,1,1
11637,南京 ,线上,女,33,2020-09-26,No.005,120,2,2
43086,杭州,线下,保密,保密,2020-09-26,No.906,66,1,2
42488,北 京,线下,女,37,2020-09-24,No.277,116,2,2
45486,武汉,线上,男,24,2020-09-27,No.005,99,1,1
20589,北/京,线下,女,24,2020-09-26,No.277,109,2,2
34464,武汉,线上,女,32,2020-09-26,No.343,78,2,2
28475,北/京,线下,女,32,2020-09-26,No.173,151,1,1
16654,深圳,线下,女,32,2020-09-23,No.277,80,1,1
45520,上海,线上,女,30,2020-09-25,No.277,1622,16,17
49704,上海,线下,女,36,2020-09-22,No.005,139,2,2
14951,深圳,线下,女,36,2020-09-21,No.005,99,1,1
33241,北/京,线下,女,24,2020-09-21,No.005,80,1,1
28544,杭州,线下,女,53,2020-09-24,No.005,131,1,1
45410,上海,线下,女,28,2020-09-22,No.782,409,2,2
28223,上海,线下,女,25,2020-09-25,No.005,99,1,1
45987,北 京,线上,男,29,2020-09-26,No.277,78,1,1
22190,上海,线下,女,28,2020-09-26,No.902,403,2,4
41598,杭州,线下,女,38,2020-09-26,No.005,241,3,3
47511,北/京,线下,男,44,2020-09-25,No.343,26,1,1
21117,武汉,线下,女,20,2020-09-26,No.005,100,1,1
11036,南京 ,线下,女,53,2020-09-22,No.902,80,1,1
35270,杭州,线下,女,30,2020-09-25,No.005,1155,9,10
53187,上海,线下,女,34,2020-09-27,No.005,60,1,1
49767,北 京,线下,女,44,2020-09-26,No.782,60,1,1
13881,杭州,线下,男,21,2020-09-27,No.902,60,1,1
12917,深圳,线下,女,20,2020-09-26,No.005,81,1,1
39005,&nbsp南京,线下,女,30,2020-09-22,No.343,39,2,2
25878,南京 ,线上,女,46,2020-09-25,No.305,19,1,1
34512,杭州,线下,女,20,2020-09-22,No.902,200,1,1
27792,武汉,线上,男,27,2020-09-27,No.906,41,1,1
11048,南京 ,线下,女,34,2020-09-26,No.005,81,1,1
39807,深圳,线下,女,54,2020-09-25,No.906,40,1,1
47903,深圳,线下,女,36,2020-09-24,No.343,19,1,1
26600,武汉,线下,女,62,2020-09-26,No.902,101,1,1
53970,深圳,线下,女,43,2020-09-21,No.005,322,2,4
17417,&nbsp南京,线下,女,44,2020-09-26,No.005,60,1,1
24160,北 京,线下,女,38,2020-09-26,No.005,353,3,3
46718,深圳,线下,女,50,2020-09-27,No.277,141,1,1
22781,南京 ,线上,女,25,2020-09-23,No.902,504,5,5
35350,杭州,线下,男,19,2020-09-26,No.005,79,1,1
47274,北/京,线下,男,65,2020-09-25,No.005,39,1,1
47144,北 京,线下,女,34,2020-09-25,No.005,79,1,1
44175,&nbsp南京,线下,女,21,2020-09-24,No.005,100,1,1
37388,杭州,线下,女,20,2020-09-21,No.305,151,1,1
11824,南京 ,线下,女,25,2020-09-26,No.005,79,1,1
32677,深圳,线下,男,40,2020-09-26,No.906,39,1,1
38285,武汉,线下,女,26,2020-09-27,No.005,101,1,1
23815,&nbsp南京,线下,男,22,2020-09-24,No.005,80,1,1
32893,武汉,线下,女,29,2020-09-23,No.005,79,1,1
39388,上海,线下,男,30,2020-09-24,No.906,80,1,2
34363,深圳,线下,女,42,2020-09-26,No.005,201,2,2
26069,南京,线下,女,29,2020-09-25,No.005,162,2,2
46731,武汉,线上,女,31,2020-09-21,No.902,409,2,2
52035,武汉,线上,女,37,2020-09-27,No.005,100,1,1
12963,北 京,线下,女,18,2020-09-24,No.902,200,2,3
11428,武汉,线下,女,50,2020-09-24,No.005,79,1,1
37201,杭州,线下,女,39,2020-09-25,No.005,199,2,2
45477,北 京,线下,女,31,2020-09-24,No.005,203,2,2
19183,北/京,线下,女,31,2020-09-27,No.305,60,1,1
44314,杭州,线下,女,22,2020-09-25,No.902,693,7,7
24693,上海,线下,男,65,2020-09-26,No.906,203,3,6
40582,深圳,线下,女,36,2020-09-23,No.005,79,1,1
16163,南京 ,线上,男,20,2020-09-24,No.902,56,1,1
30484,&nbsp南京,线下,女,30,2020-09-23,No.005,60,1,1
10059,上海,线下,男,49,2020-09-25,No.005,99,1,1
20482,深圳,线下,男,22,2020-09-24,No.005,79,1,1
23151,深圳,线下,女,42,2020-09-27,No.005,101,1,1
49302,北 京,线下,女,24,2020-09-26,No.173,401,2,2
19592,杭州,线下,女,29,2020-09-23,No.005,305,3,3
23522,上海,线下,女,54,2020-09-26,No.005,81,1,1
52493,深圳,线下,男,20,2020-09-26,No.005,201,2,2
47513,&nbsp南京,线下,男,27,2020-09-24,No.305,39,1,1
54559,杭州,线下,男,34,2020-09-25,No.305,99,1,1
22158,南京 ,线上,女,57,2020-09-22,No.902,204,1,1
31316,南京,线下,女,25,2020-09-27,No.577,1331,7,7
10480,北 京,线上,女,66,2020-09-24,No.277,162,2,2
36846,武汉,线下,女,16,2020-09-25,No.005,79,1,1
35602,深圳,线下,女,18,2020-09-22,No.173,99,1,1
52023,深圳,线下,女,16,2020-09-26,No.005,101,1,1
37561,南京 ,线下,女,32,2020-09-24,No.305,101,1,1
19467,上海,线上,男,66,2020-09-24,No.277,150,1,1
29871,武汉,线上,女,25,2020-09-22,No.005,58,1,1
38006,深圳,线下,女,32,2020-09-27,No.577,80,1,1
27450,南京 ,线上,女,30,2020-09-21,No.277,81,1,1
13841,上海,线下,女,23,2020-09-23,No.277,153,1,1
41719,上海,线下,女,20,2020-09-26,No.005,150,1,1
50632,武汉,线上,女,35,2020-09-25,No.577,405,2,2
24716,北/京,线下,女,26,2020-09-24,No.005,153,1,1
16666,南京 ,线下,男,29,2020-09-23,No.277,154,1,2
50360,武汉,线下,女,26,2020-09-26,No.902,409,2,2
37535,武汉,线上,女,26,2020-09-23,No.005,100,1,1
43383,武汉,线下,女,57,2020-09-25,No.005,100,1,1
37687,杭州,线下,女,30,2020-09-26,No.005,101,1,1
43934,杭州,线下,女,63,2020-09-25,No.902,60,1,1
28104,上海,线上,男,33,2020-09-23,No.005,39,1,1
45645,南京 ,线下,男,33,2020-09-26,No.005,160,2,2
21423,武汉,线下,女,27,2020-09-24,No.343,81,1,1
31058,深圳,线下,男,35,2020-09-27,No.005,81,1,1
36139,杭州,线下,男,46,2020-09-23,No.005,101,1,1
20065,杭州,线下,女,36,2020-09-22,No.906,41,1,1
18209,北/京,线下,女,32,2020-09-27,No.906,81,2,2
21885,深圳,线下,女,39,2020-09-25,No.902,79,1,1
16579,武汉,线下,女,33,2020-09-21,No.902,81,1,1
26101,武汉,线下,男,16,2020-09-25,No.005,80,1,1
21794,南京,线下,女,31,2020-09-21,No.005,99,1,1
20173,杭州,线下,女,30,2020-09-23,No.782,80,2,2
41430,南京 ,线上,女,29,2020-09-23,No.005,80,1,1
15274,深圳,线下,女,41,2020-09-21,No.005,60,1,1
47756,北/京,线下,男,27,2020-09-25,No.902,499,2,5
36431,深圳,线下,女,31,2020-09-24,No.005,161,2,2
53242,深圳,线下,女,25,2020-09-25,No.005,40,1,1
46175,杭州,线下,男,26,2020-09-26,No.305,198,4,5
21074,上海,线下,女,29,2020-09-26,No.005,101,1,1
51632,南京 ,线下,男,34,2020-09-26,No.005,100,1,1
39173,杭州,线下,女,55,2020-09-22,No.005,60,1,1
49458,深圳,线下,女,23,2020-09-26,No.005,99,1,1
11890,南京 ,线上,女,32,2020-09-23,No.277,103,2,2
13051,&nbsp南京,线下,女,23,2020-09-26,No.005,80,1,1
48061,杭州,线下,男,51,2020-09-27,No.305,65,1,2
42736,南京 ,线上,女,47,2020-09-27,No.005,100,1,1
49577,杭州,线下,女,19,2020-09-26,No.005,100,1,1
25528,上海,线下,女,32,2020-09-26,No.343,26,1,1
51191,深圳,线下,男,31,2020-09-22,No.005,159,2,2
53650,杭州,线下,女,22,2020-09-24,No.005,78,2,2
53054,杭州,线下,男,25,2020-09-22,No.005,201,2,2
28189,南京 ,线上,女,40,2020-09-27,No.277,153,1,1
10045,北 京,线下,男,30,2020-09-25,No.005,100,1,1
22925,北/京,线下,女,22,2020-09-27,No.005,99,1,1
41859,上海,线下,女,28,2020-09-27,No.343,20,1,1
29732,杭州,线下,男,68,2020-09-24,No.277,149,1,1
32695,深圳,线下,女,38,2020-09-21,No.005,101,1,1
42442,北 京,线下,男,21,2020-09-27,No.005,101,1,1
13424,上海,线下,女,32,2020-09-27,No.005,79,1,1
50914,武汉,线下,女,24,2020-09-26,No.005,81,1,1
10744,武汉,线下,女,28,2020-09-26,No.005,79,1,1
11117,深圳,线下,女,41,2020-09-26,No.005,81,1,1
48951,深圳,线下,女,25,2020-09-27,No.005,80,1,1
38881,南京 ,线上,女,32,2020-09-27,No.343,79,1,1
43032,杭州,线下,女,23,2020-09-26,No.005,100,1,1
39844,深圳,线下,女,24,2020-09-25,No.277,79,1,1
48796,上海,线下,男,69,2020-09-26,No.305,151,1,1
20025,深圳,线下,女,38,2020-09-23,No.343,60,1,3
47816,南京 ,线下,男,30,2020-09-22,No.005,80,1,1
13949,杭州,线下,女,32,2020-09-26,No.005,59,1,1
31050,上海,线下,男,67,2020-09-23,No.005,100,1,1
31712,北 京,线上,女,20,2020-09-21,No.005,80,1,1
13728,武汉,线上,女,31,2020-09-22,No.343,19,1,1
14430,武汉,线上,女,21,2020-09-24,No.577,300,2,2
12565,南京 ,线上,保密,保密,2020-09-27,No.005,59,1,1
17716,北 京,线下,女,26,2020-09-26,No.173,200,1,1
36777,武汉,线上,男,21,2020-09-26,No.906,33,1,1
31103,北 京,线下,男,24,2020-09-26,No.343,27,1,1
20808,杭州,线下,女,36,2020-09-27,No.005,60,1,1
49427,深圳,线下,女,39,2020-09-25,No.005,101,1,1
41270,武汉,线上,男,67,2020-09-26,No.906,33,1,1
21062,深圳,线下,女,26,2020-09-25,No.782,200,1,1
40823,深圳,线下,男,36,2020-09-25,No.277,75,1,1
29363,杭州,线下,女,46,2020-09-26,No.277,535,3,3
39491,深圳,线下,女,33,2020-09-27,No.577,262,3,3
31567,武汉,线下,女,37,2020-09-24,No.005,99,1,1
33259,南京 ,线上,女,52,2020-09-27,No.343,52,1,2
25054,上海,线下,女,34,2020-09-25,No.005,160,2,2
50333,杭州,线下,女,29,2020-09-26,No.906,239,5,6
39507,武汉,线上,男,65,2020-09-27,No.343,80,1,1
47411,武汉,线下,男,26,2020-09-22,No.343,39,1,2
19294,杭州,线下,女,32,2020-09-21,No.906,284,4,4
15777,北 京,线下,男,23,2020-09-22,No.005,101,1,1
40445,北/京,线下,男,20,2020-09-24,No.343,80,3,3
49538,武汉,线上,男,25,2020-09-26,No.005,302,3,3
41928,深圳,线下,女,28,2020-09-23,No.005,79,1,1
23223,北 京,线下,女,29,2020-09-27,No.005,100,1,1
31838,北京,线下,女,29,2020-09-25,No.782,81,1,1
53687,北 京,线上,男,26,2020-09-27,No.005,99,1,1
19145,深圳,线下,女,36,2020-09-24,No.902,161,2,2
14943,北/京,线下,女,46,2020-09-25,No.782,403,2,2
32191,武汉,线下,男,39,2020-09-27,No.577,153,1,1
35918,武汉,线下,女,33,2020-09-27,No.782,60,1,1
22769,上海,线下,女,37,2020-09-23,No.005,201,1,2
50519,杭州,线下,男,43,2020-09-24,No.577,358,2,2
32762,上海,线上,女,32,2020-09-24,No.906,200,3,3
48016,武汉,线下,女,50,2020-09-22,No.343,26,1,1
40794,深圳,线下,男,41,2020-09-22,No.906,33,1,1
27205,武汉,线上,女,27,2020-09-25,No.005,100,1,1
49923,武汉,线下,女,20,2020-09-27,No.005,99,1,1
22622,上海,线下,女,22,2020-09-25,No.906,40,1,1
10392,上海,线下,女,23,2020-09-22,No.906,33,1,1
20101,南京,线下,女,33,2020-09-24,No.005,59,1,1
24062,杭州,线下,女,33,2020-09-24,No.005,99,1,1
33843,武汉,线下,男,18,2020-09-22,No.906,67,1,2
42180,武汉,线上,女,18,2020-09-22,No.005,99,1,1
18016,上海,线下,女,29,2020-09-26,No.906,40,1,1
15428,北 京,线下,男,32,2020-09-24,No.005,99,1,1
46799,上海,线上,男,63,2020-09-27,No.906,66,2,2
43873,杭州,线下,女,39,2020-09-27,No.005,60,1,1
40980,北京,线下,女,38,2020-09-22,No.005,199,2,2
41068,南京,线下,女,35,2020-09-26,No.902,60,1,1
34740,北京,线下,女,30,2020-09-25,No.005,79,1,1
10795,武汉,线下,男,38,2020-09-27,No.005,80,1,1
23125,武汉,线下,男,64,2020-09-27,No.005,39,1,1
34384,杭州,线下,男,22,2020-09-27,No.005,60,1,1
10406,武汉,线下,男,54,2020-09-24,No.782,60,1,1
18057,武汉,线上,男,65,2020-09-25,No.343,26,1,1
21411,深圳,线下,女,22,2020-09-26,No.906,39,1,1
22297,杭州,线下,女,59,2020-09-27,No.005,60,1,1
42300,南京 ,线下,女,32,2020-09-25,No.343,142,2,2
21523,武汉,线下,女,51,2020-09-24,No.005,59,1,1
14754,武汉,线下,女,52,2020-09-27,No.277,55,1,1
26935,深圳,线下,男,24,2020-09-23,No.902,474,3,5
16506,北 京,线下,女,54,2020-09-26,No.005,199,1,2
33792,北/京,线下,女,42,2020-09-27,No.173,99,1,1
42985,北京,线下,男,26,2020-09-27,No.005,101,1,1
37837,北 京,线下,女,30,2020-09-22,No.005,200,3,3
14713,南京 ,线上,女,22,2020-09-27,No.005,305,3,3
50366,深圳,线下,男,32,2020-09-21,No.277,79,1,1
37370,北京,线下,女,24,2020-09-24,No.173,662,3,3
33530,北 京,线下,女,39,2020-09-26,No.902,204,1,1
53724,上海,线下,女,29,2020-09-24,No.902,301,3,3
43722,上海,线下,女,37,2020-09-26,No.277,46,1,1
23354,杭州,线下,女,24,2020-09-26,No.005,60,1,1
25087,深圳,线下,男,20,2020-09-26,No.005,100,1,1
24776,北京,线下,男,25,2020-09-22,No.005,40,1,1
41799,南京 ,线下,女,37,2020-09-27,No.005,99,2,2
29129,深圳,线下,女,30,2020-09-24,No.005,598,12,13
13782,武汉,线下,男,38,2020-09-24,No.906,39,1,1
51124,武汉,线下,男,46,2020-09-26,No.005,79,1,1
48599,北京,线下,男,38,2020-09-21,No.277,187,2,3
30246,南京,线下,男,55,2020-09-23,No.005,120,2,2
11718,上海,线上,男,30,2020-09-27,No.906,40,1,1
33120,南京 ,线上,男,42,2020-09-25,No.005,101,1,1
47185,深圳,线下,女,35,2020-09-22,No.277,149,1,1
47301,深圳,线下,女,32,2020-09-25,No.305,201,2,2
48161,上海,线下,男,69,2020-09-23,No.005,203,2,2
41872,深圳,线下,女,28,2020-09-26,No.906,33,1,1
12861,北/京,线下,男,62,2020-09-27,No.782,150,1,1
27440,南京 ,线上,女,21,2020-09-27,No.277,199,1,2
29821,武汉,线上,女,24,2020-09-26,No.277,794,4,4
51596,杭州,线下,女,28,2020-09-22,No.277,56,1,1
48429,南京 ,线下,男,65,2020-09-27,No.577,81,1,1
52986,杭州,线下,男,66,2020-09-22,No.005,121,1,2
19277,杭州,线下,男,27,2020-09-26,No.906,40,1,1
16681,上海,线下,男,25,2020-09-23,No.005,101,1,1
39040,&nbsp南京,线下,女,45,2020-09-26,No.005,79,1,1
20036,上海,线下,女,36,2020-09-25,No.005,80,1,1
27155,上海,线下,男,51,2020-09-27,No.173,256,1,1
21010,北 京,线下,女,43,2020-09-26,No.173,354,2,2
39196,南京 ,线下,男,28,2020-09-27,No.906,33,1,1
10703,武汉,线下,男,23,2020-09-27,No.005,99,1,1
27102,上海,线下,女,21,2020-09-25,No.277,385,5,5
23159,&nbsp南京,线下,男,61,2020-09-22,No.343,27,1,1
20897,武汉,线上,男,67,2020-09-26,No.277,75,1,1
17092,&nbsp南京,线下,男,37,2020-09-26,No.005,101,1,1
47735,上海,线下,女,21,2020-09-27,No.005,99,1,1
49308,南京 ,线上,男,36,2020-09-22,No.906,40,1,1
39762,&nbsp南京,线上,女,22,2020-09-25,No.005,81,1,1
38641,&nbsp南京,线下,女,32,2020-09-23,No.577,241,2,3
34422,武汉,线下,女,21,2020-09-22,No.005,260,3,3
35994,武汉,线下,男,26,2020-09-26,No.277,239,3,3
25990,杭州,线下,女,37,2020-09-22,No.343,81,1,1
37998,杭州,线下,女,35,2020-09-23,No.005,39,1,1
40105,南京 ,线上,女,32,2020-09-21,No.782,255,5,6
21788,深圳,线下,男,30,2020-09-22,No.305,237,2,3
19563,南京 ,线上,女,37,2020-09-22,No.906,40,1,1
21065,南京 ,线上,女,20,2020-09-26,No.005,81,1,1
18529,深圳,线下,男,30,2020-09-26,No.005,80,1,1
30703,深圳,线下,女,26,2020-09-25,No.277,160,2,2
18886,杭州,线下,男,17,2020-09-23,No.005,70,1,1
21245,深圳,线下,女,38,2020-09-26,No.005,81,1,1
33424,&nbsp南京,线上,女,22,2020-09-22,No.005,81,1,1
51042,杭州,线下,男,28,2020-09-25,No.277,150,1,1
21323,深圳,线下,男,26,2020-09-22,No.005,101,1,1
20476,深圳,线下,男,27,2020-09-21,No.277,77,1,1
46666,杭州,线下,男,21,2020-09-27,No.577,306,2,2
17045,武汉,线下,男,32,2020-09-23,No.906,66,2,2
49997,深圳,线下,男,32,2020-09-25,No.305,228,4,6
20922,上海,线上,男,30,2020-09-24,No.005,101,1,1
17698,北/京,线下,女,30,2020-09-26,No.782,60,1,1
54513,武汉,线上,男,23,2020-09-27,No.005,203,1,2
25340,武汉,线上,女,49,2020-09-24,No.782,60,1,1
26776,北/京,线下,女,39,2020-09-26,No.005,180,2,3
18462,杭州,线下,男,26,2020-09-24,No.173,256,1,1
14403,南京 ,线下,女,59,2020-09-26,No.173,153,1,1
14418,深圳,线下,女,26,2020-09-24,No.005,57,1,1
12395,武汉,线下,女,40,2020-09-24,No.277,48,1,1
15080,南京,线下,男,34,2020-09-23,No.005,244,3,3
29687,深圳,线下,女,59,2020-09-26,No.782,200,1,1
21347,上海,线上,女,42,2020-09-22,No.005,201,2,2
35806,杭州,线下,男,25,2020-09-22,No.305,78,2,2
25175,武汉,线下,男,27,2020-09-27,No.277,49,1,1
35849,南京 ,线下,男,28,2020-09-27,No.005,239,2,3
28867,深圳,线下,女,59,2020-09-23,No.005,79,1,1
12443,北/京,线下,男,25,2020-09-25,No.906,59,1,1
26296,杭州,线下,女,34,2020-09-21,No.343,80,1,3
50114,南京,线下,男,30,2020-09-27,No.305,145,1,1
46207,杭州,线下,女,41,2020-09-21,No.577,200,1,1
20175,武汉,线上,女,24,2020-09-25,No.005,60,1,1
39632,上海,线下,男,35,2020-09-24,No.906,32,1,1
33799,深圳,线下,女,59,2020-09-26,No.343,79,1,1
21359,武汉,线上,女,27,2020-09-27,No.005,162,2,2
24586,杭州,线下,男,37,2020-09-26,No.343,107,2,4
46918,杭州,线下,男,22,2020-09-25,No.343,79,1,1
44181,深圳,线下,女,69,2020-09-26,No.782,60,1,1
32964,北/京,线下,女,35,2020-09-26,No.005,200,1,1
46374,南京 ,线上,女,23,2020-09-26,No.005,162,2,2
22766,深圳,线下,保密,保密,2020-09-25,No.005,99,1,1
25991,杭州,线下,女,20,2020-09-27,No.305,39,1,1
19386,上海,线下,女,32,2020-09-22,No.005,59,1,1
17626,北 京,线上,女,51,2020-09-27,No.343,26,1,1
14443,上海,线下,男,31,2020-09-23,No.005,99,1,1
15292,上海,线上,女,35,2020-09-24,No.305,74,2,2
15091,深圳,线下,女,38,2020-09-25,No.005,99,1,1
14581,南京 ,线下,女,47,2020-09-21,No.305,33,1,1
30972,北/京,线下,女,27,2020-09-27,No.906,121,2,3
18893,杭州,线下,男,62,2020-09-22,No.005,60,1,1
43547,南京 ,线下,女,22,2020-09-27,No.005,199,2,2
39127,北京,线下,男,67,2020-09-24,No.173,200,1,1
10485,南京 ,线上,女,32,2020-09-26,No.277,402,4,5
26917,深圳,线下,女,32,2020-09-22,No.005,120,2,2
11532,上海,线下,男,64,2020-09-27,No.005,99,1,1
12292,深圳,线下,男,32,2020-09-26,No.277,204,1,1
21500,武汉,线下,女,20,2020-09-27,No.902,153,1,1
16120,南京 ,线上,女,26,2020-09-25,No.005,305,3,3
27793,杭州,线下,男,42,2020-09-23,No.277,118,2,3
38418,深圳,线下,女,25,2020-09-23,No.305,601,4,4
14491,北 京,线下,女,24,2020-09-27,No.305,71,1,1
44889,武汉,线下,女,23,2020-09-26,No.005,81,1,1
14889,&nbsp南京,线下,女,30,2020-09-26,No.902,183,2,2
28858,上海,线上,男,29,2020-09-25,No.577,202,1,1
26540,上海,线下,男,60,2020-09-27,No.005,79,1,1
42372,上海,线上,男,30,2020-09-26,No.005,199,2,2
25221,武汉,线下,女,54,2020-09-25,No.782,79,1,1
18536,&nbsp南京,线下,男,34,2020-09-26,No.902,78,1,1
21937,杭州,线下,女,34,2020-09-27,No.173,352,2,2
35437,上海,线下,女,39,2020-09-27,No.005,79,1,1
23946,武汉,线上,男,21,2020-09-24,No.005,209,2,3
18906,武汉,线下,男,47,2020-09-25,No.005,98,1,1
49810,上海,线上,男,38,2020-09-26,No.005,160,3,3
44556,&nbsp南京,线下,女,35,2020-09-24,No.005,78,2,2
53500,杭州,线下,女,39,2020-09-26,No.305,33,1,1
23577,武汉,线下,女,41,2020-09-26,No.005,60,1,1
49940,北 京,线下,女,26,2020-09-26,No.343,19,1,1
23443,深圳,线下,女,34,2020-09-27,No.005,319,3,4
39479,深圳,线下,男,28,2020-09-23,No.005,256,1,1
35640,武汉,线上,女,22,2020-09-27,No.005,161,2,2
17628,北 京,线下,女,35,2020-09-24,No.343,79,1,1
15462,深圳,线下,女,24,2020-09-26,No.005,299,3,3
14518,武汉,线下,女,37,2020-09-27,No.005,98,2,2
14991,北 京,线下,女,31,2020-09-24,No.005,60,1,1
35157,深圳,线下,女,37,2020-09-24,No.906,40,1,1
42110,南京 ,线上,女,33,2020-09-25,No.577,200,1,1
35053,北/京,线下,女,28,2020-09-26,No.005,136,2,2
51097,上海,线下,女,54,2020-09-25,No.305,78,1,2
29483,杭州,线下,女,34,2020-09-27,No.005,199,2,2
19743,深圳,线下,女,43,2020-09-27,No.005,101,1,1
33636,南京 ,线上,女,24,2020-09-26,No.005,81,1,1
42739,杭州,线下,女,34,2020-09-26,No.343,81,1,1
23905,上海,线下,女,33,2020-09-26,No.005,100,2,2
35736,北 京,线下,女,32,2020-09-27,No.343,80,1,1
13152,深圳,线下,女,16,2020-09-22,No.005,100,1,1
24632,深圳,线下,女,20,2020-09-27,No.343,19,1,1
52956,南京,线下,女,29,2020-09-24,No.005,201,2,2
50153,杭州,线下,女,46,2020-09-26,No.343,77,1,1
42008,&nbsp南京,线下,男,63,2020-09-22,No.005,305,2,3
20324,杭州,线下,女,27,2020-09-26,No.005,99,1,1
20313,南京 ,线上,女,47,2020-09-24,No.343,79,1,1
49189,杭州,线下,男,28,2020-09-21,No.005,60,1,1
11638,深圳,线下,女,25,2020-09-26,No.005,1318,12,15
37889,杭州,线下,男,40,2020-09-25,No.277,204,1,1
43660,北/京,线下,女,34,2020-09-25,No.343,59,2,2
43259,武汉,线上,女,41,2020-09-22,No.902,200,1,1
29185,深圳,线下,女,23,2020-09-27,No.005,170,2,2
27842,深圳,线下,男,22,2020-09-26,No.277,153,1,1
49661,深圳,线下,男,29,2020-09-23,No.906,41,1,1
11789,南京 ,线上,女,39,2020-09-25,No.005,81,1,1
25427,北 京,线下,女,36,2020-09-23,No.005,101,1,1
50640,北 京,线下,女,34,2020-09-24,No.343,19,1,1
40363,南京 ,线上,男,22,2020-09-27,No.577,181,2,2
12894,武汉,线上,男,40,2020-09-24,No.005,101,1,1
45051,南京 ,线下,女,39,2020-09-23,No.343,95,3,4
19778,武汉,线上,女,21,2020-09-24,No.005,99,1,1
26937,深圳,线下,男,60,2020-09-26,No.005,80,1,1
10976,杭州,线下,男,65,2020-09-27,No.005,81,1,1
29894,上海,线下,女,55,2020-09-27,No.005,79,1,1
16257,南京 ,线上,女,29,2020-09-21,No.173,202,1,1
32467,&nbsp南京,线下,女,39,2020-09-26,No.005,100,1,1
25086,北/京,线下,男,39,2020-09-25,No.305,33,1,1
32087,杭州,线下,女,22,2020-09-25,No.277,282,3,3
45557,武汉,线上,女,32,2020-09-24,No.005,60,1,1
33691,南京 ,线下,女,30,2020-09-26,No.005,319,4,4
46432,武汉,线上,男,24,2020-09-25,No.005,101,1,1
24195,深圳,线下,女,31,2020-09-25,No.173,614,3,3
54441,深圳,线下,男,25,2020-09-27,No.005,100,1,1
14217,&nbsp南京,线下,女,38,2020-09-23,No.005,179,2,2
43531,北/京,线下,男,29,2020-09-24,No.005,60,1,1
49335,上海,线下,男,42,2020-09-27,No.277,57,1,1
38684,深圳,线下,女,27,2020-09-22,No.277,81,1,1
49218,深圳,线下,女,30,2020-09-25,No.005,79,1,1
31570,北 京,线下,女,32,2020-09-22,No.005,99,1,1
41220,杭州,线下,女,35,2020-09-27,No.005,99,1,1
13536,杭州,线下,女,38,2020-09-22,No.902,461,2,2
22199,杭州,线下,女,25,2020-09-26,No.305,79,1,1
52661,深圳,线下,男,63,2020-09-26,No.005,101,1,1
11856,深圳,线下,男,23,2020-09-22,No.173,819,4,4
27653,武汉,线上,女,35,2020-09-21,No.782,652,4,4
32263,南京 ,线上,女,33,2020-09-27,No.902,607,2,4
13166,深圳,线下,男,64,2020-09-25,No.906,78,2,2
26186,杭州,线下,女,26,2020-09-24,No.343,10,1,1
54291,武汉,线上,男,34,2020-09-23,No.277,159,1,2
18214,深圳,线下,女,37,2020-09-25,No.173,100,1,1
36725,&nbsp南京,线下,男,30,2020-09-24,No.173,506,2,2
16942,深圳,线下,女,55,2020-09-27,No.277,196,1,1
24005,南京 ,线上,男,36,2020-09-27,No.343,26,1,1
40944,武汉,线上,女,42,2020-09-25,No.005,80,1,1
14045,&nbsp南京,线下,男,33,2020-09-22,No.005,305,1,3
