id,orderID,userID,goodsID,orderAmount,payment,chanelID,platfromType,orderTime,payTime,chargeback
46206,sys-2019-263597444,user-287490,PR000806,258.77,258.77,渠道-0283,APP ,2019-07-06 11:41:25,2019-07-06 11:41:43,否
9406,sys-2019-382789162,user-197449,PR000155,1541.85,1514.72,渠道-0530,Wech atMP,2019-02-17 21:45:07,2019-02-17 21:45:23,是
80604,sys-2019-223388994,user-172956,PR000395,4122.45,4074.51,渠道-0896,Wech atMP,2019-10-25 21:00:47,2019-10-25 21:01:54,否
18561,sys-2019-248657848,user-205655,PR000637,3479.88,3426.45,渠道-0396,APP ,2019-04-05 15:01:42,2019-04-05 15:02:23,否
19284,sys-2019-369136986,user-154170,PR000713,281.27,281.27,渠道-0191,APP ,2019-04-09 15:05:52,2019-04-09 15:06:40,否
58851,sys-2019-299791404,user-124426,PR000038,790.03,758.05,渠道-0896,We c hatMP,2019-08-16 18:46:43,2019-08-16 18:46:52,否
32841,sys-2019-315945423,user-292481,PR000505,3108.44,3036.79,渠道-0985,Wech atMP,2019-05-28 20:55:18,2019-05-28 20:55:38,否
43140,sys-2019-267071854,user-238323,PR000330,267.16,267.16,渠道-0765,Wech atMP,2019-06-26 15:10:00,2019-06-26 15:10:18,否
47139,sys-2019-233252034,user-281754,PR000994,662.49,662.49,渠道-0896,APP ,2019-07-09 15:04:53,2019-07-09 15:05:36,否
12278,sys-2019-456246458,user-161598,PR000606,,,渠道-0465,APP ,2019-03-05 12:42:50,2019-03-05 12:45:04,否
41916,sys-2019-307121186,user-220727,PR000802,505.02,446.83,渠道-0896,Wech atMP,2019-06-23 15:47:05,2019-06-23 15:47:20,否
32509,sys-2019-302527133,user-115958,PR000075,161.71,161.71,渠道-0568,APP ,2019-05-28 10:35:27,2019-05-28 10:36:03,否
91513,sys-2019-327131285,user-102485,PR000624,3510.4,3443.35,渠道-0007,Wech atMP,2019-11-25 20:14:50,2019-11-25 20:19:50,否
87012,sys-2019-295255616,user-114898,PR000522,219.22,219.22,渠道-9527,APP ,2019-11-14 12:59:16,2019-11-14 12:59:42,否
78159,sys-2019-311403266,user-286329,PR000911,541.02,518.94,渠道-0896,APP ,2019-10-17 13:06:31,2019-10-17 13:11:47,否
44108,sys-2019-330508331,user-151722,PR000961,364.29,333.5,渠道-0007,Wech atMP,2019-06-29 15:32:12,2019-06-29 15:32:42,否
69329,sys-2019-319947496,user-105212,PR000900,788.39,380.77,渠道-0396,APP ,2019-09-17 13:07:29,2019-09-17 13:09:20,否
2702,sys-2019-414799909,user-101338,PR000271,1049.36,993.76,渠道-0765,APP ,2019-01-13 10:21:04,2019-01-13 10:21:31,否
5638,sys-2019-337662866,user-197849,PR000901,1639.28,1639.28,渠道-0896,WEB ,2019-01-27 20:30:03,2019-01-27 20:30:25,是
77705,sys-2019-257016290,user-179667,PR000976,710.89,658.46,渠道-9527,We c hatMP,2019-10-15 13:47:40,2019-10-15 13:48:05,是
88475,sys-2019-350287621,user-141722,PR000396,2060.32,2020.4,渠道-0985,APP ,2019-11-17 17:25:13,2019-11-17 17:25:26,是
72489,sys-2019-335618519,user-154718,PR000259,420.91,420.91,渠道-0765,APP ,2019-09-28 23:32:58,2019-09-28 23:33:06,否
72604,sys-2019-262307817,user-228055,PR000646,448.43,117.54,渠道-0396,Wech atMP,2019-09-29 14:53:49,2019-09-29 14:54:29,否
51966,sys-2019-175024230,user-111402,PR000876,771.36,771.36,渠道-0985,AP P ,2019-07-25 16:28:50,2019-07-25 16:29:13,否
65796,sys-2019-244787833,user-247578,PR000362,488.21,4867.381822839615,渠道-0896,APP ,2019-09-06 11:43:09,2019-09-06 11:43:17,否
60935,sys-2019-293439840,user-154454,PR000431,3138.22,3099.62,渠道-0318,Wech atMP,2019-08-22 11:38:45,2019-08-22 11:39:12,是
35995,sys-2019-345379716,user-120338,PR000256,231.86,165.32,渠道-0168,APP ,2019-06-07 11:23:05,2019-06-07 11:23:16,否
42283,sys-2019-256769844,user-210936,PR000106,304.26,304.26,渠道-0765,APP ,2019-06-24 16:08:49,2019-06-24 16:09:01,否
50109,sys-2019-266774877,user-150874,PR000959,1274.33,1129.6,渠道-0896,Wech atMP,2019-07-19 15:13:26,2019-07-19 15:14:36,否
50555,sys-2019-216893968,user-211613,PR000070,555.61,555.61,渠道-0330,APP ,2019-07-21 10:27:51,2019-07-21 10:28:10,否
69559,sys-2019-221997758,user-127036,PR000122,854.52,784.88,渠道-9527,Wech atMP,2019-09-17 22:35:29,2019-09-17 22:35:46,否
19288,sys-2019-312686850,user-107163,PR000440,1957.14,1911.51,渠道-0396,Wech atMP,2019-04-09 15:19:29,2019-04-09 15:19:53,否
99389,sys-2019-340621326,user-182308,PR000415,547.58,539.54,渠道-9527,Wech atMP,2019-12-17 14:53:19,2019-12-17 14:53:41,否
58774,sys-2019-221889608,user-274446,PR000008,617.39,545.83,渠道-0465,We c hatMP,2019-08-16 15:13:41,2019-08-16 15:13:54,否
35156,sys-2019-245266376,user-244196,PR000259,1657.24,1657.24,渠道-0985,Wech atMP,2019-06-04 19:46:46,2019-06-04 19:47:07,否
100955,sys-2019-391372505,user-143019,PR000168,402.5,157.69,渠道-0191,APP ,2019-12-22 11:19:19,2019-12-22 11:20:19,否
49520,sys-2019-281170591,user-149025,PR000556,515.48,456.24,渠道-0007,AP P ,2019-07-17 14:07:15,2019-07-17 14:07:37,否
75104,sys-2019-317820698,user-118864,PR000283,979.74,979.74,渠道-0896,AL i MP,2019-10-06 23:41:45,2019-10-06 23:43:05,否
2204,sys-2019-309485374,user-134370,PR000619,2367.49,2316.16,渠道-0007,Wech atMP,2019-01-09 20:10:11,2019-01-09 20:10:33,是
26602,sys-2019-293138173,user-290546,PR000238,444.43,390.38,渠道-9527,APP ,2019-05-08 23:10:02,2019-05-08 23:10:12,是
88693,sys-2019-361045081,user-249667,PR000109,488.33,395.12,渠道-0283,APP ,2019-11-18 12:53:14,2019-11-18 12:53:29,否
11026,sys-2019-352381251,user-241440,PR000333,677.32,677.32,渠道-0985,AP P ,2019-02-27 12:00:40,2019-02-27 12:00:54,否
66443,sys-2019-299148989,user-156508,PR000531,1006.56,1002.29,渠道-9527,APP ,2019-09-08 17:19:52,2019-09-08 17:20:10,否
41558,sys-2019-264749188,user-162846,PR000830,531.6,524.9,渠道-0396,AP P ,2019-06-22 13:37:28,2019-06-22 13:37:48,否
17918,sys-2019-286644473,user-131638,PR000403,836.31,726.55,渠道-0530,APP ,2019-04-03 13:38:58,2019-04-03 13:39:11,是
86721,sys-2019-330072027,user-127412,PR000465,447.0,413.89,渠道-0765,APP ,2019-11-13 13:14:31,2019-11-13 13:14:42,是
26864,sys-2019-274890430,user-150472,PR000385,103.95,0.0,渠道-0530,We c hatMP,2019-05-10 13:19:54,2019-05-10 13:20:05,是
79894,sys-2019-314850096,user-113499,PR000910,1300.32,1268.85,渠道-0007,Wech atMP,2019-10-22 21:06:21,2019-10-22 21:06:32,否
63955,sys-2019-330315734,user-163958,PR000494,85.73,72.45,渠道-0789,AP P ,2019-09-01 13:18:24,2019-09-01 13:18:58,否
3052,sys-2019-329361116,user-270673,PR000167,1189.69,1116.13,渠道-0465,WE B ,2019-01-14 14:25:35,2019-01-14 14:25:49,否
62258,sys-2019-302292535,user-107012,PR000361,446.71,446.71,渠道-0530,WEB ,2019-08-26 19:27:47,2019-08-26 19:45:53,否
28851,sys-2019-311786200,user-129199,PR000446,369.81,218.29,渠道-0568,WEB ,2019-05-16 13:55:58,2019-05-16 13:56:18,否
82469,sys-2019-311643237,user-184990,PR000307,1897.97,1817.34,渠道-0896,APP ,2019-11-01 15:00:50,2019-11-01 15:01:05,否
43620,sys-2019-396242650,user-118715,PR000000,2269.17,2136.89,渠道-0896,AP P ,2019-06-27 22:31:19,2019-06-27 22:31:54,否
73543,sys-2019-245919767,user-114782,PR000841,278.63,278.63,渠道-0568,Wech atMP,2019-10-01 15:30:51,2019-10-01 15:31:08,否
101592,sys-2019-315651003,user-160612,PR000230,575.69,575.69,渠道-0283,Wech atMP,2019-12-23 19:21:46,2019-12-23 19:22:54,否
81031,sys-2019-281638140,user-129483,PR000628,575.34,466.89,渠道-0765,Wech atMP,2019-10-27 14:41:31,2019-10-27 14:41:56,是
24259,sys-2019-270358204,user-220009,PR000466,4029.47,3738.46,渠道-0530,Wech atMP,2019-05-01 13:06:02,2019-05-01 13:06:13,否
58137,sys-2019-288540262,user-151132,PR000058,2456.41,2305.13,渠道-0191,APP ,2019-08-14 18:25:36,2019-08-14 18:26:59,是
27250,sys-2019-278041259,user-224897,PR000981,1814.12,1807.92,渠道-0465,APP ,2019-05-11 21:54:56,2019-05-11 21:55:14,否
82739,sys-2019-275305390,user-137478,PR000573,233.24,162.15,渠道-0191,Wech atMP,2019-11-02 12:23:55,2019-11-02 12:25:48,否
58399,sys-2019-282022534,user-255926,PR000206,903.91,810.16,渠道-9527,Wech atMP,2019-08-15 15:06:24,2019-08-15 15:06:36,否
4824,sys-2019-301545629,user-253220,PR000992,3111.2,2995.13,渠道-0530,Wech atMP,2019-01-22 19:09:51,2019-01-22 19:10:15,否
102856,sys-2019-239985902,user-147402,PR000876,321.57,2881.962741231791,渠道-0007,APP ,2019-12-27 15:29:56,2019-12-27 15:30:07,否
74923,sys-2019-286561724,user-174904,PR000092,535.98,490.24,渠道-0985,WEB ,2019-10-06 15:30:20,2019-10-06 15:30:34,是
63680,sys-2019-278211530,user-193997,PR000316,582.63,582.63,渠道-0765,Wech atMP,2019-08-31 13:50:26,2019-08-31 13:50:36,否
83878,sys-2019-287315285,user-193778,PR000633,1522.6,1504.18,渠道-0318,APP ,2019-11-05 12:58:41,2019-11-05 12:58:52,否
57641,sys-2019-313463663,user-155601,PR000938,868.76,819.8,渠道-0530,APP ,2019-08-13 12:44:00,2019-08-13 12:44:17,否
40821,sys-2019-383406512,user-129475,PR000601,461.63,461.63,渠道-0896,APP ,2019-06-19 23:54:00,2019-06-19 23:54:16,否
95914,sys-2019-245689771,user-298362,PR000942,4822.35,4577.06,渠道-0896,APP ,2019-12-07 19:28:55,2019-12-07 19:29:16,否
51696,sys-2019-306229636,user-102697,PR000386,154.67,154.67,渠道-0283,Wech atMP,2019-07-24 16:32:25,2019-07-24 16:34:20,否
72623,sys-2019-253429523,user-173699,PR000130,921.59,836.66,渠道-0396,AP P ,2019-09-29 16:28:16,2019-09-29 16:28:34,否
58712,sys-2019-233617862,user-294718,PR000691,360.49,305.31,渠道-0283,APP ,2019-08-16 13:06:27,2019-08-16 13:07:05,否
2769,sys-2019-324572177,user-167871,PR000514,727.99,678.9,渠道-0896,APP ,2019-01-13 14:24:01,2019-01-13 14:24:14,否
41202,sys-2019-287513007,user-202694,PR000194,1065.35,967.55,渠道-0985,Wech atMP,2019-06-21 12:19:12,2019-06-21 12:19:27,否
48026,sys-2019-247484940,user-291988,PR000550,190.33,190.33,渠道-0396,APP ,2019-07-12 16:10:41,2019-07-12 16:13:04,是
79353,sys-2019-265936490,user-166114,PR000791,544.38,544.38,渠道-0568,APP ,2019-10-21 15:48:56,2019-10-21 15:49:16,否
45423,sys-2019-278023962,user-159579,PR000980,196.97,196.97,渠道-0007,We c hatMP,2019-07-02 23:10:20,2019-07-02 23:10:30,否
56621,sys-2019-311892764,user-274178,PR000478,273.52,251.43,渠道-0330,APP ,2019-08-10 07:48:52,2019-08-10 07:50:28,否
21440,sys-2019-368794881,user-191518,PR000098,779.64,750.24,渠道-0789,APP ,2019-04-17 13:33:34,2019-04-17 13:34:00,否
87004,sys-2019-339114947,user-142876,PR000465,88.72,58.25,渠道-0896,Wech atMP,2019-11-14 12:48:13,2019-11-14 12:48:46,否
84214,sys-2019-347749157,user-237890,PR000734,517.87,517.87,渠道-9527,APP ,2019-11-06 13:14:43,2019-11-06 13:15:09,否
34038,sys-2019-404784176,user-103140,PR000928,406.71,406.71,渠道-9527,APP ,2019-06-01 15:54:31,2019-06-01 19:56:00,否
51831,sys-2019-251991585,user-105690,PR000723,312.77,280.45,渠道-0896,APP ,2019-07-25 10:09:20,2019-07-25 10:10:23,
55422,sys-2019-283939584,user-173471,PR000055,398.55,398.55,渠道-0568,APP ,2019-08-04 17:34:31,2019-08-04 17:34:56,否
66733,sys-2019-297177042,user-170061,PR000216,222.53,222.53,渠道-0985,APP ,2019-09-09 12:58:57,2019-09-09 12:59:16,否
3667,sys-2019-250496738,user-220715,PR000626,394.17,265.01,渠道-0765,APP ,2019-01-17 15:30:06,2019-01-17 15:33:18,否
36721,sys-2019-328565620,user-123368,PR000129,748.86,748.86,渠道-0530,APP ,2019-06-09 11:35:32,2019-06-09 11:35:53,否
42103,sys-2019-327303197,user-287700,PR000639,826.81,826.81,渠道-0530,APP ,2019-06-24 10:25:55,2019-06-24 10:26:15,否
30675,sys-2019-235248300,user-287052,PR000785,1890.91,1865.88,渠道-0765,APP ,2019-05-21 22:20:46,2019-05-21 22:21:26,否
33126,sys-2019-341541680,user-155492,PR000959,1130.89,1069.05,渠道-0896,Wech atMP,2019-05-29 14:32:16,2019-05-29 14:32:38,否
21677,sys-2019-296951562,user-253748,PR000359,281.63,229.51,渠道-0568,Wech atMP,2019-04-18 17:11:57,2019-04-18 17:13:21,否
10680,sys-2019-381348184,user-138714,PR000031,,,渠道-9527,Wech atMP,2019-02-24 20:13:37,2019-02-24 20:13:52,否
103810,sys-2019-371092125,user-248626,PR000839,606.56,599.45,渠道-9527,ALiM P,2019-12-30 11:19:21,2019-12-30 11:22:47,否
91490,sys-2019-381703061,user-196599,PR000483,342.06,254.32,渠道-0330,Wech atMP,2019-11-25 19:12:19,2019-11-25 19:13:34,否
32618,sys-2019-398943170,user-100838,PR000288,426.11,380.13,渠道-0465,Wech atMP,2019-05-28 13:28:31,2019-05-28 13:28:42,否
104358,sys-2020-258763692,user-105817,PR000312,420.94,393.86,渠道-0896,Wech atMP,2020-01-01 13:10:59,2020-01-01 13:11:16,否
61091,sys-2019-227768716,user-182077,PR000718,1434.67,1427.82,渠道-0765,We c hatMP,2019-08-22 19:11:01,2019-08-22 19:11:13,是
31438,sys-2019-255271081,user-114805,PR000698,488.48,488.48,渠道-9527,Wech atMP,2019-05-24 13:10:07,2019-05-24 13:10:37,否
18331,sys-2019-332450228,user-158318,PR000368,2122.23,2089.61,渠道-0396,Wech atMP,2019-04-04 14:21:07,2019-04-04 14:21:51,否
6665,sys-2019-268014955,user-116015,PR000398,552.3,494.03,渠道-0530,Wech atMP,2019-02-02 12:02:10,2019-02-02 12:02:21,否
1915,sys-2019-372269608,user-135633,PR000240,721.09,705.54,渠道-0896,APP ,2019-01-07 22:51:42,2019-01-07 22:51:55,否
83442,sys-2019-314761254,user-167913,PR000878,2787.74,2727.14,渠道-9527,APP ,2019-11-03 21:41:15,2019-11-03 21:41:47,否
62784,sys-2019-256496902,user-196333,PR000629,4909.18,4847.66,渠道-0168,APP ,2019-08-27 23:37:19,2019-08-27 23:38:05,否
83170,sys-2019-317003623,user-158609,PR000652,484.05,405.2,渠道-0896,APP ,2019-11-03 12:27:24,2019-11-03 12:27:38,否
8128,sys-2019-331137311,user-122567,PR000434,459.16,459.16,渠道-0896,Wech atMP,2019-02-10 18:43:45,2019-02-10 18:43:55,否
89418,sys-2019-315801221,user-177981,PR000121,437.74,437.74,渠道-9527,APP ,2019-11-20 15:03:54,2019-11-20 15:08:20,否
90754,sys-2019-329378932,user-100427,PR000054,2462.33,2299.91,渠道-0789,APP ,2019-11-23 22:12:02,2019-11-23 22:12:16,否
90147,sys-2019-268644197,user-157097,PR000069,568.49,540.43,渠道-9527,Wech atMP,2019-11-22 16:32:21,2019-11-22 16:32:36,否
102387,sys-2019-289605300,user-118115,PR000544,806.63,667.23,渠道-0396,We c hatMP,2019-12-26 12:11:47,2019-12-26 12:12:01,否
70456,sys-2019-285886744,user-205379,PR000399,1303.01,1219.37,渠道-0007,Wech atMP,2019-09-21 21:08:16,2019-09-21 21:09:15,否
44758,sys-2019-229030912,user-202906,PR000479,425.39,354.49,渠道-0765,WEB ,2019-07-01 13:30:22,2019-07-01 13:30:34,否
36720,sys-2019-266874102,user-185017,PR000881,572.59,436.92,渠道-0765,Wech atMP,2019-06-09 11:34:46,2019-06-09 11:35:22,否
11711,sys-2019-346209392,user-281537,PR000825,2596.21,2478.08,渠道-0530,APP ,2019-03-02 19:46:43,2019-03-02 19:47:05,否
48727,sys-2019-325162720,user-107348,PR000010,428.53,428.53,渠道-0396,APP ,2019-07-15 12:43:26,2019-07-15 12:43:35,否
91555,sys-2019-311955597,user-287451,PR000393,779.07,770.13,渠道-0396,APP ,2019-11-25 21:40:49,2019-11-25 21:44:35,否
91482,sys-2019-276572624,user-127260,PR000595,681.14,679.11,渠道-9527,Wech atMP,2019-11-25 18:42:21,2019-11-25 18:42:33,否
8206,sys-2019-313997899,user-243660,PR000465,579.68,533.45,渠道-0530,APP ,2019-02-11 13:04:13,2019-02-11 13:04:41,是
65469,sys-2019-301642349,user-123394,PR000812,743.82,7172.406130879671,渠道-0007,APP ,2019-09-05 12:32:02,2019-09-05 12:32:26,否
82407,sys-2019-276942586,user-104818,PR000134,646.0,635.6,渠道-0568,APP ,2019-11-01 13:06:42,2019-11-01 13:07:02,否
103776,sys-2019-324379471,user-262432,PR000534,696.89,696.89,渠道-0765,Wech atMP,2019-12-29 23:55:31,2019-12-29 23:55:47,否
43135,sys-2019-332559259,user-299577,PR000327,682.22,657.98,渠道-0896,APP ,2019-06-26 15:02:36,2019-06-26 15:04:57,否
75978,sys-2019-196121171,user-193306,PR000944,369.05,310.04,渠道-0765,AP P ,2019-10-09 13:53:48,2019-10-09 13:53:59,否
605,sys-2019-356882812,user-113328,PR000362,380.32,380.32,渠道-0283,APP ,2019-01-02 21:37:03,2019-01-02 21:37:15,否
35786,sys-2019-186759255,user-274890,PR000028,679.82,679.82,渠道-0530,Wech atMP,2019-06-06 14:04:18,2019-06-06 14:06:07,否
57400,sys-2019-278476298,user-102671,PR000407,426.52,426.52,渠道-0896,Wech atMP,2019-08-12 13:41:31,2019-08-12 13:41:43,否
85979,sys-2019-291079771,user-217034,PR000692,1174.46,1171.24,渠道-0530,Wech atMP,2019-11-10 23:55:10,2019-11-10 23:55:22,否
28335,sys-2019-272567940,user-241557,PR000006,632.61,339.82,渠道-0568,APP ,2019-05-15 01:50:38,2019-05-15 01:51:35,否
39648,sys-2019-287843144,user-135961,PR000198,851.12,851.12,渠道-9527,APP ,2019-06-17 12:34:48,2019-06-17 12:42:04,否
5259,sys-2019-314007891,user-174157,PR000523,549.48,529.46,渠道-0765,Wech atMP,2019-01-25 17:43:10,2019-02-20 18:58:10,否
8543,sys-2019-360598520,user-259226,PR000078,2815.41,2815.41,渠道-0283,Wech atMP,2019-02-13 15:14:55,2019-02-13 15:16:54,否
78207,sys-2019-280448419,user-103992,PR000800,112.25,50.45,渠道-0283,Wech atMP,2019-10-17 15:30:27,2019-10-17 15:30:36,否
50616,sys-2019-177452962,user-294644,PR000018,393.14,359.51,渠道-0765,APP ,2019-07-21 13:50:20,2019-07-21 13:50:35,否
33898,sys-2019-319517443,user-154323,PR000789,,,渠道-0330,Wech atMP,2019-06-01 12:07:56,2019-06-01 12:08:32,否
3759,sys-2019-258292215,user-189222,PR000107,681.27,681.27,渠道-0568,APP ,2019-01-18 10:00:17,2019-01-18 10:02:19,否
51775,sys-2019-292447189,user-213723,PR000875,225.08,195.56,渠道-0985,AP P ,2019-07-24 21:13:21,2019-07-24 21:13:59,否
70291,sys-2019-245963047,user-147934,PR000741,413.42,413.42,渠道-0985,WEB ,2019-09-21 12:38:06,2019-09-21 12:39:43,是
87570,sys-2019-272690442,user-199952,PR000339,1541.36,1535.76,渠道-0765,Wech atMP,2019-11-15 21:19:48,2019-11-15 21:20:06,是
94488,sys-2019-267252933,user-147637,PR000815,530.48,455.35,渠道-9527,Wech atMP,2019-12-03 18:30:42,2019-12-03 18:30:57,否
19651,sys-2019-376888571,user-137783,PR000230,1074.44,1059.16,渠道-0985,APP ,2019-04-10 19:34:21,2019-04-10 19:34:33,否
93649,sys-2019-290963048,user-180589,PR000758,826.2,765.59,渠道-9527,APP ,2019-12-01 13:31:35,2019-12-01 13:31:48,否
65532,sys-2019-243294292,user-252131,PR000328,283.67,283.67,渠道-0283,APP ,2019-09-05 13:40:49,2019-09-05 13:41:01,否
14429,sys-2019-311561454,user-105336,PR000224,132.39,73.55,渠道-9527,Wech atMP,2019-03-17 11:34:53,2019-03-17 11:35:39,否
98699,sys-2019-314206713,user-143424,PR000828,826.13,812.38,渠道-0396,Wech atMP,2019-12-15 13:45:56,2019-12-15 13:46:17,否
13056,sys-2019-286916676,user-122167,PR000469,606.63,606.63,渠道-0896,APP ,2019-03-10 20:19:07,2019-03-10 20:19:30,否
32103,sys-2019-332481143,user-147892,PR000836,399.62,339.62,渠道-0465,Wech atMP,2019-05-26 21:31:59,2019-05-26 21:32:24,否
8060,sys-2019-351045200,user-215489,PR000316,663.16,651.92,渠道-0007,APP ,2019-02-10 11:37:03,2019-02-10 11:37:14,否
31964,sys-2019-281804264,user-117531,PR000935,544.9,493.27,渠道-0985,Wech atMP,2019-05-26 14:18:30,2019-05-26 14:18:46,否
76776,sys-2019-370078323,user-133463,PR000066,225.49,205.99,渠道-0896,Wech atMP,2019-10-13 11:25:44,2019-10-13 11:25:53,否
99674,sys-2019-320877691,user-100661,PR000331,876.11,830.7,渠道-0985,Wech atMP,2019-12-18 14:21:40,2019-12-18 14:22:28,否
17655,sys-2019-374156425,user-165793,PR000534,663.71,663.71,渠道-0191,APP ,2019-04-02 12:41:30,2019-04-02 12:45:47,否
68189,sys-2019-224153513,user-115385,PR000126,2121.99,2112.14,渠道-0530,Wech atMP,2019-09-13 20:49:01,2019-09-13 20:50:07,否
42277,sys-2019-244721346,user-279587,PR000508,446.39,346.82,渠道-0896,Wech atMP,2019-06-24 15:47:43,2019-06-24 15:47:57,否
100844,sys-2019-348417673,user-193794,PR000458,1697.65,1647.51,渠道-0191,Wech atMP,2019-12-21 21:41:37,2019-12-21 21:41:49,否
92683,sys-2019-358530018,user-134306,PR000727,648.16,648.16,渠道-0985,APP ,2019-11-29 11:47:34,2019-11-29 11:48:17,否
56634,sys-2019-220576202,user-128948,PR000511,194.44,194.44,渠道-0283,APP ,2019-08-10 10:05:18,2019-08-10 10:05:31,否
66684,sys-2019-264909766,user-182036,PR000222,294.09,294.09,渠道-9527,APP ,2019-09-09 11:46:29,2019-09-09 11:46:42,是
3684,sys-2019-356957356,user-124697,PR000018,780.38,780.38,渠道-0007,APP ,2019-01-17 17:37:14,2019-01-17 17:37:32,否
66280,sys-2019-248831226,user-263784,PR000909,439.43,387.06,渠道-0330,APP ,2019-09-07 23:17:19,2019-09-07 23:17:39,否
48469,sys-2019-201114876,user-283647,PR000548,572.79,540.37,渠道-0765,WEB ,2019-07-14 12:47:11,2019-07-14 12:47:31,否
47774,sys-2019-224414235,user-261060,PR000377,499.53,415.31,渠道-0568,Wech atMP,2019-07-11 15:01:20,2019-07-11 15:01:58,否
49663,sys-2019-228722346,user-130688,PR000710,2153.92,2044.05,渠道-0765,APP ,2019-07-17 20:13:52,2019-07-17 20:14:24,否
52228,sys-2019-310946703,user-167996,PR000065,814.49,777.27,渠道-0007,Wech atMP,2019-07-26 14:13:26,2019-07-26 14:14:18,是
16231,sys-2019-393630829,user-165080,PR000231,275.23,275.23,渠道-0896,We c hatMP,2019-03-25 23:06:50,2019-03-25 23:07:59,否
10847,sys-2019-303919616,user-143889,PR000997,809.64,797.05,渠道-0530,Wech atMP,2019-02-25 22:59:19,2019-02-25 22:59:38,否
45760,sys-2019-176449177,user-140798,PR000408,199.33,199.33,渠道-0896,Wech atMP,2019-07-04 11:53:35,2019-07-04 11:53:46,否
68674,sys-2019-350693125,user-239711,PR000054,153.27,137.2,渠道-0789,APP ,2019-09-15 19:02:23,2019-09-15 19:02:42,否
13109,sys-2019-355683795,user-183624,PR000141,812.5,778.95,渠道-0896,APP ,2019-03-10 22:29:35,2019-03-10 22:30:19,否
93867,sys-2019-368058665,user-193482,PR000479,887.61,833.22,渠道-0985,Wech atMP,2019-12-01 20:41:33,2019-12-01 20:41:48,否
69141,sys-2019-166705993,user-139415,PR000091,97.57,96.37,渠道-0896,APP ,2019-09-16 20:11:21,2019-09-16 20:11:51,否
41361,sys-2019-245595962,user-293893,PR000202,1900.17,1788.53,渠道-0530,We c hatMP,2019-06-21 20:08:38,2019-06-21 20:09:07,否
100695,sys-2019-312820631,user-144944,PR000711,712.36,581.99,渠道-9527,APP ,2019-12-21 15:21:52,2019-12-21 15:22:05,否
53312,sys-2019-241075002,user-234634,PR000134,5038.78,5038.78,渠道-0896,We c hatMP,2019-07-29 19:17:23,2019-07-29 19:17:42,否
91801,sys-2019-323500281,user-135893,PR000728,208.57,207.34,渠道-0896,Wech atMP,2019-11-26 16:28:38,2019-11-26 16:29:13,是
31316,sys-2019-268402489,user-129041,PR000821,373.61,373.61,渠道-0318,ALiM P,2019-05-23 20:26:55,2019-05-23 20:30:47,否
50836,sys-2019-240960511,user-274488,PR000570,485.59,485.59,渠道-0191,APP ,2019-07-22 09:02:41,2019-07-22 09:02:56,否
19973,sys-2019-301513435,user-211980,PR000968,476.85,440.96,渠道-0896,APP ,2019-04-11 22:31:53,2019-04-11 22:32:27,否
22482,sys-2019-343703435,user-123309,PR000236,266.56,266.56,渠道-0530,APP ,2019-04-23 14:18:43,2019-04-23 14:18:54,否
7451,sys-2019-325057256,user-161726,PR000398,520.53,520.53,渠道-9527,Wech atMP,2019-02-07 10:41:17,2019-02-07 10:41:28,否
90230,sys-2019-311525190,user-288588,PR000283,187.42,187.42,渠道-0765,Wech atMP,2019-11-22 20:38:54,2019-11-22 20:39:12,否
41481,sys-2019-322335318,user-104681,PR000843,797.62,797.62,渠道-9527,We c hatMP,2019-06-22 11:24:45,2019-06-22 11:24:58,否
78349,sys-2019-224844888,user-154112,PR000818,412.24,412.24,渠道-0765,Wech atMP,2019-10-18 10:59:08,2019-10-18 10:59:21,否
39676,sys-2019-324178891,user-215429,PR000742,472.02,472.02,渠道-9527,Wech atMP,2019-06-17 13:06:27,2019-06-17 13:06:42,否
40916,sys-2019-338618921,user-172494,PR000366,235.96,235.96,渠道-0896,We c hatMP,2019-06-20 14:01:20,2019-06-20 15:08:08,是
13844,sys-2019-248625481,user-112846,PR000623,520.89,520.89,渠道-0283,ALiM P,2019-03-14 16:09:44,2019-03-14 16:11:10,是
65896,sys-2019-343453714,user-290741,PR000475,523.51,464.59,渠道-0168,Wech atMP,2019-09-06 16:36:04,2019-09-06 16:39:38,否
8924,sys-2019-282439492,user-145468,PR000696,351.4,283.01,渠道-0896,WEB ,2019-02-14 22:29:52,2019-02-14 22:32:04,否
102002,sys-2019-384947466,user-150873,PR000715,1124.78,827.56,渠道-0896,APP ,2019-12-25 00:51:22,2019-12-25 00:52:34,否
80131,sys-2019-270875750,user-154439,PR000160,193.7,193.7,渠道-0896,We c hatMP,2019-10-23 21:09:03,2019-10-23 21:09:31,否
23899,sys-2019-334494281,user-116566,PR000258,2086.56,2036.48,渠道-0530,ALiM P,2019-04-30 10:44:07,2019-04-30 10:46:51,是
95888,sys-2019-272696143,user-124317,PR000912,1888.12,1695.84,渠道-0896,Wech atMP,2019-12-07 18:41:42,2019-12-07 18:42:28,否
36953,sys-2019-304533536,user-282071,PR000179,2405.96,2405.96,渠道-9527,AP P ,2019-06-09 16:25:15,2019-06-09 16:25:27,否
85844,sys-2019-329517478,user-168602,PR000155,222.21,222.21,渠道-9527,APP ,2019-11-10 17:20:43,2019-11-10 17:21:06,否
575,sys-2019-328672561,user-189329,PR000132,334.05,329.93,渠道-0530,APP ,2019-01-02 20:23:32,2019-01-02 20:23:57,否
